nb,nu,nd,ns,ne,nm,μu,μd,μe,P,e
0.0044725432049999994,0.004472533912277442,0.004704095570738666,0.0042409704075162934,7.390488076204454e-9,0.0,0.35342023929344946,0.3594462704610391,0.006026031167589672,0.00116359818579558,0.0036323564691765637
0.004529883502499999,0.004529874445768547,0.004762422325956511,0.004297324821630041,7.30008957932715e-9,0.0,0.35492413453679234,0.3609254952348656,0.006001360698073293,0.0011836839288038058,0.003693971608176735
0.0045872238,0.004587215822194347,0.0048207438750279795,0.004353690520639415,7.2120891113579845e-9,0.0,0.3564154135850243,0.36239256184054924,0.005977148255524946,0.001203857195402475,0.0037558440562603743
0.0046445640975,0.004644554790214339,0.004879053640791856,0.004410060808712965,7.12609530087408e-9,0.0,0.3578942545982249,0.3638475514988665,0.005953296900641622,0.0012241153201796506,0.0038179657448735565
0.0047019043949999995,0.004701894883222386,0.004937355748387043,0.00446643934449418,7.042064621822081e-9,0.0,0.3593610027269258,0.3652908066817135,0.005929803954787721,0.0012444589146876673,0.003880338682369914
0.0047592446925,0.004759235221693797,0.00499565007435155,0.004522825691414152,6.959982737085868e-9,0.0,0.36081588043120927,0.36672255514055613,0.005906674709346853,0.0012648871091808724,0.00394296033248921
0.00481658499,0.004816574283340186,0.005053936599605463,0.004579219523782448,6.879900924206654e-9,0.0,0.36225908693953585,0.3681430200651953,0.0058839331256594525,0.0012853989932199766,0.00400582803734372
0.0048739252875,0.0048739138949252065,0.005112215788985597,0.004635620993849395,6.801617248022366e-9,0.0,0.3636908984737438,0.36955242943089633,0.005861530957152522,0.00130599418727302,0.004068940740916407
0.004931265585,0.004931255620442767,0.005170488532064241,0.004692030674699512,6.72499893615615e-9,0.0,0.3651115761409655,0.37095101443228373,0.005839438291318235,0.0013266723991003648,0.004132297656710602
0.004988605882499999,0.004988595389336206,0.00522875339788529,0.004748446901866489,6.6502050468307865e-9,0.0,0.36652123500284955,0.372338944242863,0.005817709240013448,0.0013474321183586469,0.004195894289468494
0.005045946179999999,0.005045935209841065,0.005287010615627998,0.004804869625970806,6.577014748436171e-9,0.0,0.36792013433802023,0.37371642210445843,0.005796287766438222,0.001368272974653152,0.004259729599931772
0.0051032864775,0.005103275754687567,0.005345261589296263,0.004861299944167219,6.5054213724352124e-9,0.0,0.36930849338315314,0.37508367275303073,0.0057751793698775705,0.0013891947308309963,0.004323802973172706
0.005160626774999999,0.00516061637363734,0.005403505698582134,0.004917737000900905,6.4353668369451375e-9,0.0,0.37068649315793023,0.376440867392845,0.005754374234914753,0.0014101965199125662,0.004388111857561427
0.0052179670724999995,0.005217956686820023,0.0054617430915900565,0.004974180692296166,6.366833491501324e-9,0.0,0.37205431576414044,0.3777881900129325,0.00573387424879208,0.0014312777015612933,0.004452654397174363
0.005275307369999999,0.00527529648204865,0.005519972997966457,0.00503063003125866,6.299721627715109e-9,0.0,0.37341214194169564,0.37912579834118065,0.005713656399484988,0.001452437445821524,0.00451742814534805
0.005332647667499999,0.005332637480276133,0.005578198044888567,0.005087087331617129,6.2340416050805894e-9,0.0,0.37476019249205766,0.38045392288568125,0.005693730393623595,0.001473675995780462,0.004582433948500017
0.005389987964999999,0.00538997757288554,0.005636416045643926,0.0051435502467473745,6.1697390431762856e-9,0.0,0.3760985928422331,0.38177267907590334,0.0056740862336701935,0.001494991966551634,0.004647667660863604
0.0054473282625,0.005447318307822445,0.005694622850119656,0.005200014529661562,6.106345838590419e-9,0.0,0.3774275493184589,0.3830821351303473,0.005654585811888386,0.0015163839523972507,0.0047131250303280876
0.0055046685599999985,0.005504657929855103,0.005752828731902195,0.005256489932417685,6.04469618692791e-9,0.0,0.3787471867214762,0.3843826785697275,0.005635491848251301,0.0015378536646314873,0.0047788114716490054
0.005562008857499999,0.005561997825593265,0.005811028278476115,0.005312970996786201,5.984241752624298e-9,0.0,0.3800576979533976,0.38567433952423436,0.005616641570836734,0.0015593993968002742,0.0048447217997827
0.005619349155,0.005619339005744692,0.005869221263856197,0.005369457300707257,5.924851661443961e-9,0.0,0.3813592621287099,0.38695726126615465,0.005597999137444737,0.001581020668033845,0.004910854619609457
0.0056766894525,0.005676677159836337,0.005927410539182594,0.005425951415151722,5.866990686013322e-9,0.0,0.3826519339488158,0.38823165044293007,0.0055797164941142575,0.001602717091682543,0.004977208884275228
0.0057340297499999995,0.005734019130661518,0.005985592127886305,0.005482449287730255,5.80985491877717e-9,0.0,0.3839360155624676,0.3894975602248632,0.005561544662395597,0.0016244880220606165,0.005043782620376636
